,title_ramowka,redactor,datetime
1360,Osobiste wycieczki,Maciej Grzenkowicz,2022-02-06 23:00:00
1361,Muzyka do rana,,2022-02-07 00:00:00
1362,Nowy świt,Maciej Orłoś,2022-02-07 06:00:00
1363,Cafe de Paris,Agnieszka Lipka-Barnett,2022-02-07 10:00:00
1364,W środku dnia,Jan Niebudek,2022-02-07 11:00:00
1365,Dziękuję za wypowiedź,Adam Nowak,2022-02-07 14:00:00
1366,Nowy Świat po południu,Michał Porycki,2022-02-07 16:00:00
1367,Strumień zdumień,Jan Chojnacki,2022-02-07 19:00:00
1368,Punkt widzenia,Jerzy Sosnowski ,2022-02-07 21:00:00
1369,Muzyka bardzo poważna,Krzysztof Grabowski,2022-02-07 22:00:00
1370,Nasze nocne granie,,2022-02-08 00:00:00
1371,Nasze nocne granie,,2022-02-08 01:00:00
1372,Muzyka do rana,,2022-02-08 02:00:00
1373,Nowy świt,Katarzyna Kasia,2022-02-08 06:00:00
1374,Motyw przewodni,Mateusz Kuśmierek,2022-02-08 10:00:00
1375,W środku dnia,Mateusz Andruszkiewicz,2022-02-08 11:00:00
1376,Personal bigos,Marcin Mann,2022-02-08 14:00:00
1377,Klimaty na raty,Jan Janczy,2022-02-08 15:00:00
1378,Nowy Świat po południu,Michał Porycki,2022-02-08 16:00:00
1379,Wagle,"Wojciech Waglewski, Fisz",2022-02-08 19:00:00
1380,Punkt widzenia,Beata Grabarczyk,2022-02-08 21:00:00
1381,90/h,"Bartek Winczewski, Tomasz Paziewski",2022-02-08 22:00:00
1382,Muzyka do rana,,2022-02-09 00:00:00
1383,Nowy świt,Mateusz Andruszkiewicz,2022-02-09 06:00:00
1384,Wszystko gra,Maciej Jankowski,2022-02-09 10:00:00
1385,W środku dnia,Jan Niebudek,2022-02-09 11:00:00
1386,Dzieci bluesa,Jan Chojnacki,2022-02-09 14:00:00
1387,Nowy Świat po południu,Michał Porycki,2022-02-09 16:00:00
1388,Badafonia,Kuba Badach,2022-02-09 19:00:00
1389,Słowo daję,Jarosław Mikołajewski,2022-02-09 21:00:00
1390,Muzyka do czytania,"Michał Nogaś, Tomasz Paziewski",2022-02-09 22:00:00
1391,Nasze nocne granie,Jan Niebudek,2022-02-10 00:00:00
1392,Nasze nocne granie,Maciej Grzenkowicz,2022-02-10 01:00:00
1393,Nowy świt,Katarzyna Kasia,2022-02-10 06:00:00
1394,Numer na bis,Maria Zamachowska,2022-02-10 10:00:00
1395,W środku dnia,Jan Niebudek,2022-02-10 11:00:00
1396,Zamach na dziesiątą muzę,Zbigniew Zamachowski,2022-02-10 14:00:00
1397,Nowy Świat po południu,Michał Porycki,2022-02-10 16:00:00
1398,Napiór w eterze,Marek Napiórkowski,2022-02-10 19:00:00
1399,Punkt widzenia,Beata Grabarczyk,2022-02-10 21:00:00
1400,Nocny świat,Mikołaj Kierski,2022-02-10 22:00:00
1401,Sejsmograf,Kinga Krasuska,2022-02-10 23:00:00
1402,Muzyka do rana,,2022-02-11 00:00:00
1403,Poranna Manna,Wojciech Mann,2022-02-11 06:00:00
1404,Dobrze nastrojone,Marcelina Słomian,2022-02-11 10:00:00
1405,W środku dnia,Jan Niebudek,2022-02-11 11:00:00
1406,Sny kolorowe,Barbara Gregorczyk,2022-02-11 13:00:00
1407,Świat nowej muzyki,Bartek Winczewski,2022-02-11 14:00:00
1408,Nowy Świat po południu,Michał Porycki,2022-02-11 16:00:00
1409,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-02-11 19:00:00
1410,RadioAktywni,Jacek Nizinkiewicz,2022-02-11 20:00:00
1411,Powidoki,Bruno Jasieński,2022-02-11 22:00:00
1412,U progu nocy,Kamil Wrona,2022-02-11 23:00:00
1413,Muzyka do rana,,2022-02-12 00:00:00
1414,Sobotni brzask,Maciej Jankowski,2022-02-12 07:00:00
1415,Koncert życzeń,"Katarzyna Kasia, Michał Nogaś",2022-02-12 10:00:00
1416,Deliberatorium,Beata Grabarczyk,2022-02-12 12:00:00
1417,Bon ton,Agnieszka Lipka-Barnett,2022-02-12 13:00:00
1418,Radiolokacja,"Barbara Gregorczyk, Maciej Grzenkowicz",2022-02-12 14:00:00
1419,Stulecie dziwów,Jerzy Sosnowski,2022-02-12 15:00:00
1420,Miłomuzomania,Kinga Krasuska,2022-02-12 16:00:00
1421,Mięta do (pop)kultury,Katarzyna Oklińska,2022-02-12 18:00:00
1422,Soulówka,Mikołaj Tyczyński,2022-02-12 19:00:00
1423,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Marcin Mann, Maciej Jankowski",2022-02-12 20:00:00
1424,Domówka,Paweł Orlikowski,2022-02-12 22:00:00
1425,Muzyka do rana,,2022-02-13 00:00:00
1426,De Cuba Su Musica,Jose Torres,2022-02-13 08:00:00
1427,Zbiory prywatne,Maria Zamachowska,2022-02-13 10:00:00
1428,Manniak po omacku,Wojciech Mann,2022-02-13 11:00:00
1429,Raczek movie,Tomasz Raczek,2022-02-13 13:00:00
1430,Wesoła warszawska fala,Jan Emil Młynarski,2022-02-13 14:00:00
1431,Pora siesty,Marcin Kydryński,2022-02-13 15:00:00
1432,W głębi duszy,Eliza Michalik,2022-02-13 17:00:00
1433,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-02-13 18:00:00
1434,Czytał Michał Nogaś,Michał Nogaś,2022-02-13 19:00:00
1435,Piosennik,Andrzej Poniedzielski,2022-02-13 20:00:00
1436,Dobrze nastrojone po polsku,Marcelina Słomian,2022-02-13 22:00:00
1437,Osobiste wycieczki,Maciej Grzenkowicz,2022-02-13 23:00:00
1438,Muzyka do rana,,2022-02-14 00:00:00
1439,Nowy świt,Maciej Orłoś,2022-02-14 06:00:00
1440,Cafe de Paris,Agnieszka Lipka-Barnett,2022-02-14 10:00:00
1441,W środku dnia,Jan Niebudek,2022-02-14 11:00:00
1442,Dziękuję za wypowiedź,Adam Nowak,2022-02-14 14:00:00
1443,Nowy Świat po południu,Michał Porycki,2022-02-14 16:00:00
1444,Strumień zdumień,Jan Chojnacki,2022-02-14 19:00:00
1445,Punkt widzenia,Jerzy Sosnowski,2022-02-14 21:00:00
1446,Muzyka bardzo poważna,Krzysztof Grabowski,2022-02-14 22:00:00
1447,Nasze nocne granie,Bruno Jasieński,2022-02-15 00:00:00
1448,Muzyka do rana,,2022-02-15 01:00:00
1449,Nowy świt,Katarzyna Kasia,2022-02-15 06:00:00
1450,Motyw przewodni,Mateusz Kuśmierek,2022-02-15 10:00:00
1451,W środku dnia,Mateusz Andruszkiewicz,2022-02-15 11:00:00
1452,Personal bigos,Marcin Mann,2022-02-15 14:00:00
1453,Klimaty na raty,Jan Janczy,2022-02-15 15:00:00
1454,Nowy Świat po południu,Michał Porycki,2022-02-15 16:00:00
1455,Wagle,"Wojciech Waglewski, Fisz",2022-02-15 19:00:00
1456,Punkt widzenia,Beata Grabarczyk,2022-02-15 21:00:00
1457,90/h,Bartek Winczewski,2022-02-15 22:00:00
1458,Nasze nocne granie,Maciej Grzenkowicz,2022-02-16 00:00:00
1459,Muzyka do rana,,2022-02-16 01:00:00
1460,Nowy świt,Mateusz Andruszkiewicz,2022-02-16 06:00:00
1461,Wszystko gra,Maciej Jankowski,2022-02-16 10:00:00
1462,W środku dnia,Jan Niebudek,2022-02-16 11:00:00
1463,Dzieci bluesa,Jan Chojnacki,2022-02-16 14:00:00
1464,Nowy Świat po południu,Michał Porycki,2022-02-16 16:00:00
1465,Badafonia,Kuba Badach,2022-02-16 19:00:00
1466,Słowo daję,Jarosław Mikołajewski,2022-02-16 21:00:00
1467,Muzyka do czytania,Michał Nogaś,2022-02-16 22:00:00
1468,Nasze nocne granie,Agnieszka Lipka-Barnett,2022-02-17 00:00:00
1469,Muzyka do rana,,2022-02-17 01:00:00
1470,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski",2022-02-17 06:00:00
1471,Numer na bis,Maria Zamachowska,2022-02-17 10:00:00
1472,W środku dnia,Jan Niebudek,2022-02-17 11:00:00
1473,Zamach na dziesiątą muzę,Zbigniew Zamachowski,2022-02-17 14:00:00
1474,Nowy Świat po południu,Michał Porycki,2022-02-17 16:00:00
1475,Napiór w eterze,Marek Napiórkowski,2022-02-17 19:00:00
1476,Punkt widzenia,Beata Grabarczyk,2022-02-17 21:00:00
1477,Nocny świat,Mikołaj Kierski,2022-02-17 22:00:00
1478,Sejsmograf,Kinga Krasuska,2022-02-17 23:00:00
1479,Nasze nocne granie,Mateusz Andruszkiewicz,2022-02-18 00:00:00
1480,Muzyka do rana,,2022-02-18 01:00:00
1481,Poranna Manna,Wojciech Mann,2022-02-18 06:00:00
1482,Dobrze nastrojone,Marcelina Słomian,2022-02-18 10:00:00
1483,W środku dnia,Jan Niebudek,2022-02-18 11:00:00
1484,Sny kolorowe,Adam Stasiak,2022-02-18 13:00:00
1485,Świat nowej muzyki,Bartek Winczewski,2022-02-18 14:00:00
1486,Nowy Świat po południu,Michał Porycki,2022-02-18 16:00:00
1487,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-02-18 19:00:00
1488,RadioAktywni,Jacek Nizinkiewicz,2022-02-18 20:00:00
1489,Powidoki,Bruno Jasieński,2022-02-18 22:00:00
1490,U progu nocy,Kamil Wrona,2022-02-18 23:00:00
1491,Muzyka do rana,,2022-02-19 00:00:00
1492,Sobotni brzask,Maciej Jankowski,2022-02-19 07:00:00
1493,Koncert życzeń,"Wojciech Malajkat, Klaudiusz Slezak",2022-02-19 10:00:00
1494,Deliberatorium,Beata Grabarczyk,2022-02-19 12:00:00
1495,Bon ton,Agnieszka Lipka-Barnett,2022-02-19 13:00:00
1496,Radiolokacja,"Barbara Gregorczyk, Maciej Grzenkowicz",2022-02-19 14:00:00
1497,Stulecie dziwów,Jerzy Sosnowski,2022-02-19 15:00:00
1498,Miłomuzomania,Kinga Krasuska,2022-02-19 16:00:00
1499,Mięta do (pop)kultury,Katarzyna Oklińska,2022-02-19 18:00:00
1500,Soulówka,Mikołaj Tyczyński,2022-02-19 19:00:00
1501,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Marcin Mann, Maciej Jankowski",2022-02-19 20:00:00
1502,Domówka,Paweł Orlikowski,2022-02-19 22:00:00
1503,Muzyka do rana,,2022-02-20 00:00:00
1504,De Cuba Su Musica,Jose Torres,2022-02-20 08:00:00
1505,Zbiory prywatne,Maria Zamachowska,2022-02-20 10:00:00
1506,Manniak po omacku,Wojciech Mann,2022-02-20 11:00:00
1507,Raczek movie,Tomasz Raczek,2022-02-20 13:00:00
1508,Wesoła warszawska fala,Jan Emil Młynarski,2022-02-20 14:00:00
1509,Pora siesty,Marcin Kydryński,2022-02-20 15:00:00
1510,W głębi duszy,Eliza Michalik,2022-02-20 17:00:00
1511,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-02-20 18:00:00
1512,Czytał Michał Nogaś,Michał Nogaś,2022-02-20 19:00:00
1513,Piosennik,Andrzej Poniedzielski,2022-02-20 20:00:00
1514,Dobrze nastrojone po polsku,Marcelina Słomian,2022-02-20 22:00:00
1515,Osobiste wycieczki,Maciej Grzenkowicz,2022-02-20 23:00:00
1516,Muzyka do rana,,2022-02-21 00:00:00
1517,Nowy świt,Maciej Orłoś,2022-02-21 06:00:00
1518,Cafe de Paris,Agnieszka Lipka-Barnett,2022-02-21 10:00:00
1519,W środku dnia,Jan Niebudek,2022-02-21 11:00:00
1520,Dziękuję za wypowiedź,Adam Nowak,2022-02-21 14:00:00
1521,Nowy Świat po południu,Michał Porycki,2022-02-21 16:00:00
1522,Strumień zdumień,Jan Chojnacki,2022-02-21 19:00:00
1523,Punkt widzenia,Jerzy Sosnowski,2022-02-21 21:00:00
1524,Muzyka bardzo poważna,Krzysztof Grabowski,2022-02-21 22:00:00
1525,Nasze nocne granie,Agnieszka Hejne,2022-02-22 00:00:00
1526,Muzyka do rana,,2022-02-22 01:00:00
1527,Nowy świt,Katarzyna Kasia,2022-02-22 06:00:00
1528,Motyw przewodni,Mateusz Kuśmierek,2022-02-22 10:00:00
1529,W środku dnia,Mateusz Andruszkiewicz,2022-02-22 11:00:00
1530,Personal bigos,Marcin Mann,2022-02-22 14:00:00
1531,Klimaty na raty,Jan Janczy,2022-02-22 15:00:00
1532,Nowy Świat po południu,Michał Porycki,2022-02-22 16:00:00
1533,Wagle,"Wojciech Waglewski, Fisz",2022-02-22 19:00:00
1534,Punkt widzenia,Beata Grabarczyk,2022-02-22 21:00:00
1535,90/h,Bartek Winczewski,2022-02-22 22:00:00
1536,Nasze nocne granie,,2022-02-23 00:00:00
1537,Muzyka do rana,,2022-02-23 01:00:00
1538,Nowy świt,Mateusz Andruszkiewicz,2022-02-23 06:00:00
1539,Wszystko gra,Maciej Jankowski,2022-02-23 10:00:00
1540,W środku dnia,Jan Niebudek,2022-02-23 11:00:00
1541,Dzieci bluesa,Jan Chojnacki,2022-02-23 14:00:00
1542,Nowy Świat po południu,Michał Porycki,2022-02-23 16:00:00
1543,Badafonia,Kuba Badach,2022-02-23 19:00:00
1544,Słowo daję,Jarosław Mikołajewski,2022-02-23 21:00:00
1545,Muzyka do czytania,Michał Nogaś,2022-02-23 22:00:00
1546,Nasze nocne granie,,2022-02-24 00:00:00
1547,Muzyka do rana,,2022-02-24 01:00:00
1548,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski",2022-02-24 06:00:00
1549,Numer na bis,Maria Zamachowska,2022-02-24 10:00:00
1550,W środku dnia,Jan Niebudek,2022-02-24 11:00:00
1551,Zamach na dziesiątą muzę,Zbigniew Zamachowski,2022-02-24 14:00:00
1552,Nowy Świat po południu,Michał Porycki,2022-02-24 16:00:00
1553,Napiór w eterze,Marek Napiórkowski,2022-02-24 19:00:00
1554,Punkt widzenia,Beata Grabarczyk,2022-02-24 21:00:00
1555,Nocny świat,Mikołaj Kierski,2022-02-24 22:00:00
1556,Sejsmograf,Kinga Krasuska,2022-02-24 23:00:00
1557,Nasze nocne granie,,2022-02-25 00:00:00
1558,Muzyka do rana,,2022-02-25 01:00:00
1559,Poranna Manna,Wojciech Mann,2022-02-25 06:00:00
1560,Dobrze nastrojone,Marcelina Słomian,2022-02-25 10:00:00
1561,W środku dnia,Jan Niebudek,2022-02-25 11:00:00
1562,Sny kolorowe,,2022-02-25 13:00:00
1563,Nowy Świat młodych,Paweł Orlikowski,2022-02-25 14:00:00
1564,Nowy Świat po południu,Michał Porycki ,2022-02-25 16:00:00
1565,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-02-25 19:00:00
1566,RadioAktywni,Jacek Nizinkiewicz,2022-02-25 20:00:00
1567,Powidoki,Bruno Jasieński,2022-02-25 22:00:00
1568,U progu nocy,Kamil Wrona,2022-02-25 23:00:00
1569,Muzyka do rana,,2022-02-26 00:00:00
1570,Sobotni brzask,Maciej Jankowski,2022-02-26 07:00:00
1571,Koncert życzeń,,2022-02-26 10:00:00
1572,Deliberatorium,Beata Grabarczyk,2022-02-26 12:00:00
1573,Bon ton,Agnieszka Lipka-Barnett,2022-02-26 13:00:00
1574,Radiolokacja,"Barbara Gregorczyk, Maciej Grzenkowicz",2022-02-26 14:00:00
1575,Stulecie dziwów,Jerzy Sosnowski,2022-02-26 15:00:00
1576,Miłomuzomania,Kinga Krasuska,2022-02-26 16:00:00
1577,Mięta do (pop)kultury,Katarzyna Oklińska,2022-02-26 18:00:00
1578,Soulówka,Mikołaj Tyczyński,2022-02-26 19:00:00
1579,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Marcin Mann, Maciej Jankowski",2022-02-26 20:00:00
1580,Domówka,Paweł Orlikowski,2022-02-26 22:00:00
1581,Muzyka do rana,,2022-02-27 00:00:00
1582,De Cuba Su Musica,Jose Torres,2022-02-27 08:00:00
1583,Zbiory prywatne,Maria Zamachowska,2022-02-27 10:00:00
1584,Manniak po omacku,Wojciech Mann,2022-02-27 11:00:00
1585,Raczek movie,Tomasz Raczek,2022-02-27 13:00:00
1586,Wesoła warszawska fala,Jan Emil Młynarski,2022-02-27 14:00:00
1587,Pora siesty,Marcin Kydryński,2022-02-27 15:00:00
1588,W głębi duszy,Eliza Michalik,2022-02-27 17:00:00
1589,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-02-27 18:00:00
1590,Czytał Michał Nogaś,Michał Nogaś,2022-02-27 19:00:00
1591,Piosennik,Andrzej Poniedzielski,2022-02-27 20:00:00
1592,Dobrze nastrojone po polsku,Marcelina Słomian,2022-02-27 22:00:00
1593,Osobiste wycieczki,Maciej Grzenkowicz,2022-02-27 23:00:00
1594,Muzyka do rana,,2022-02-28 00:00:00
1595,Nowy świt,Maciej Orłoś,2022-02-28 06:00:00
1596,Rewersje,Bartek Winczewski,2022-02-28 10:00:00
1597,W środku dnia,Jan Niebudek,2022-02-28 11:00:00
1598,Dziękuję za wypowiedź,Adam Nowak,2022-02-28 14:00:00
1599,Nowy Świat po południu,Ksenia Maćczak,2022-02-28 16:00:00
1600,Strumień zdumień,Jan Chojnacki,2022-02-28 19:00:00
1601,Punkt widzenia,Jerzy Sosnowski,2022-02-28 21:00:00
1602,Muzyka bardzo poważna,Krzysztof Grabowski,2022-02-28 22:00:00
1603,Nasze nocne granie,,2022-03-01 00:00:00
1604,Muzyka do rana,,2022-03-01 01:00:00
1605,Nowy świt,Katarzyna Kasia,2022-03-01 06:00:00
1606,Motyw przewodni,Mateusz Kuśmierek,2022-03-01 10:00:00
1607,W środku dnia,Mateusz Andruszkiewicz,2022-03-01 11:00:00
1608,Personal bigos,Marcin Mann,2022-03-01 14:00:00
1609,Soulówka,Mikołaj Tyczyński,2022-03-01 15:00:00
1610,Nowy Świat po południu,Michał Porycki,2022-03-01 16:00:00
1611,Wagle,"Wojciech Waglewski, Fisz",2022-03-01 19:00:00
1612,Punkt widzenia,Beata Grabarczyk,2022-03-01 21:00:00
1613,90/h,Bartek Winczewski,2022-03-01 22:00:00
1614,Nasze nocne granie,,2022-03-02 00:00:00
1615,Muzyka do rana,,2022-03-02 01:00:00
1616,Nowy świt,Mateusz Andruszkiewicz,2022-03-02 06:00:00
1617,Wszystko gra,Maciej Jankowski,2022-03-02 10:00:00
1618,W środku dnia,Jan Niebudek,2022-03-02 11:00:00
1619,Dzieci bluesa,Jan Chojnacki,2022-03-02 14:00:00
1620,Nowy Świat po południu,Michał Porycki,2022-03-02 16:00:00
1621,Bon ton,Agnieszka Lipka-Barnett,2022-03-02 19:00:00
1622,Słowo daję,Jarosław Mikołajewski,2022-03-02 21:00:00
1623,Muzyka do czytania,Michał Nogaś,2022-03-02 22:00:00
1624,Nasze nocne granie,,2022-03-03 00:00:00
1625,Muzyka do rana,,2022-03-03 01:00:00
1626,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski",2022-03-03 06:00:00
1627,Numer na bis,Maria Zamachowska,2022-03-03 10:00:00
1628,W środku dnia,Jan Niebudek,2022-03-03 11:00:00
1629,Zamach na dziesiątą muzę,Zbigniew Zamachowski,2022-03-03 14:00:00
1630,Nowy Świat po południu,Michał Porycki,2022-03-03 16:00:00
1631,Napiór w eterze,Marek Napiórkowski,2022-03-03 19:00:00
1632,Punkt widzenia,Beata Grabarczyk,2022-03-03 21:00:00
1633,Nocny świat,Mikołaj Kierski,2022-03-03 22:00:00
1634,Sejsmograf,Kinga Krasuska,2022-03-03 23:00:00
1635,Nasze nocne granie,,2022-03-04 00:00:00
1636,Muzyka do rana,,2022-03-04 01:00:00
1637,Poranna Manna,Wojciech Mann,2022-03-04 06:00:00
1638,Dobrze nastrojone,Marcelina Słomian,2022-03-04 10:00:00
1639,W środku dnia,Jan Niebudek,2022-03-04 11:00:00
1640,Świat nowej muzyki,Bartek Winczewski,2022-03-04 13:00:00
1641,Klimaty na raty,Jan Janczy,2022-03-04 14:00:00
1642,Nowy Świat po południu,Michał Porycki,2022-03-04 16:00:00
1643,RadioAktywni,Jacek Nizinkiewicz,2022-03-04 19:00:00
1644,Sny kolorowe,,2022-03-04 21:00:00
1645,Powidoki,Bruno Jasieński,2022-03-04 22:00:00
1646,U progu nocy,Kamil Wrona,2022-03-04 23:00:00
1647,Muzyka do rana,,2022-03-05 00:00:00
1648,Sobotni brzask,Maciej Jankowski,2022-03-05 07:00:00
1649,Koncert życzeń,,2022-03-05 10:00:00
1650,Deliberatorium,Beata Grabarczyk,2022-03-05 12:00:00
1651,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-03-05 13:00:00
1652,Radiolokacja,"Barbara Gregorczyk, Maciej Grzenkowicz",2022-03-05 14:00:00
1653,Stulecie dziwów,Jerzy Sosnowski,2022-03-05 15:00:00
1654,Miłomuzomania,Kinga Krasuska,2022-03-05 16:00:00
1655,Mięta do (pop)kultury,Katarzyna Oklińska,2022-03-05 18:00:00
1656,Soulówka,Mikołaj Tyczyński,2022-03-05 19:00:00
1657,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Marcin Mann, Maciej Jankowski",2022-03-05 20:00:00
1658,Domówka,Paweł Orlikowski,2022-03-05 22:00:00
1659,Muzyka do rana,,2022-03-06 00:00:00
1660,De Cuba Su Musica,Jose Torres,2022-03-06 08:00:00
1661,Zbiory prywatne,Maria Zamachowska,2022-03-06 10:00:00
1662,Manniak po omacku,Wojciech Mann,2022-03-06 11:00:00
1663,Raczek movie,Tomasz Raczek,2022-03-06 13:00:00
1664,Wesoła warszawska fala,Jan Emil Młynarski,2022-03-06 14:00:00
1665,Pora siesty,Marcin Kydryński,2022-03-06 15:00:00
1666,W głębi duszy,Eliza Michalik,2022-03-06 17:00:00
1667,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-03-06 18:00:00
1668,Czytał Michał Nogaś,Michał Nogaś,2022-03-06 19:00:00
1669,Piosennik,Andrzej Poniedzielski,2022-03-06 20:00:00
1670,Dobrze nastrojone po polsku,Marcelina Słomian,2022-03-06 22:00:00
1671,Osobiste wycieczki,Maciej Grzenkowicz,2022-03-06 23:00:00
1672,Muzyka do rana,,2022-03-07 00:00:00
1673,Nowy świt,Maciej Orłoś,2022-03-07 06:00:00
1674,Rewersje,Bartek Winczewski,2022-03-07 10:00:00
1675,W środku dnia,Jan Niebudek,2022-03-07 11:00:00
1676,Dziękuję za wypowiedź,Adam Nowak,2022-03-07 14:00:00
1677,Nowy Świat po południu,Ksenia Maćczak,2022-03-07 16:00:00
1678,Strumień zdumień,Jan Chojnacki,2022-03-07 19:00:00
1679,Punkt widzenia,Jerzy Sosnowski,2022-03-07 21:00:00
1680,Muzyka bardzo poważna,Krzysztof Grabowski,2022-03-07 22:00:00
1681,Nasze nocne granie,,2022-03-08 00:00:00
1682,Muzyka do rana,,2022-03-08 01:00:00
1683,Nowy świt,Katarzyna Kasia,2022-03-08 06:00:00
1684,Motyw przewodni,Mateusz Kuśmierek,2022-03-08 10:00:00
1685,W środku dnia,Mateusz Andruszkiewicz,2022-03-08 11:00:00
1686,Personal bigos,Marcin Mann,2022-03-08 14:00:00
1687,Soulówka,Mikołaj Tyczyński,2022-03-08 15:00:00
1688,Nowy Świat po południu,Michał Porycki,2022-03-08 16:00:00
1689,Wagle,"Wojciech Waglewski, Fisz",2022-03-08 19:00:00
1690,Punkt widzenia,Beata Grabarczyk,2022-03-08 21:00:00
1691,90/h,Bartek Winczewski,2022-03-08 22:00:00
1692,Nasze nocne granie,,2022-03-09 00:00:00
1693,Muzyka do rana,,2022-03-09 01:00:00
1694,Nowy świt,Mateusz Andruszkiewicz,2022-03-09 06:00:00
1695,Wszystko gra,Maciej Jankowski,2022-03-09 10:00:00
1696,W środku dnia,Jan Niebudek,2022-03-09 11:00:00
1697,Dzieci bluesa,Jan Chojnacki,2022-03-09 14:00:00
1698,Nowy Świat po południu,Michał Porycki,2022-03-09 16:00:00
1699,Bon ton,Agnieszka Lipka-Barnett,2022-03-09 19:00:00
1700,Słowo daję,Jarosław Mikołajewski,2022-03-09 21:00:00
1701,Muzyka do czytania,Michał Nogaś,2022-03-09 22:00:00
1702,Nasze nocne granie,,2022-03-10 00:00:00
1703,Muzyka do rana,,2022-03-10 01:00:00
1704,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski",2022-03-10 06:00:00
1705,Numer na bis,Maria Zamachowska,2022-03-10 10:00:00
1706,W środku dnia,Jan Niebudek,2022-03-10 11:00:00
1707,Zamach na dziesiątą muzę,Zbigniew Zamachowski,2022-03-10 14:00:00
1708,Nowy Świat po południu,Michał Porycki,2022-03-10 16:00:00
1709,Napiór w eterze,Marek Napiórkowski,2022-03-10 19:00:00
1710,Punkt widzenia,Beata Grabarczyk,2022-03-10 21:00:00
1711,Nocny świat,Mikołaj Kierski,2022-03-10 22:00:00
1712,Sejsmograf,Kinga Krasuska,2022-03-10 23:00:00
1713,Nasze nocne granie,,2022-03-11 00:00:00
1714,Muzyka do rana,,2022-03-11 01:00:00
1715,Poranna Manna,"Wojciech Mann, Tomasz Paziewski",2022-03-11 06:00:00
1716,Dobrze nastrojone,Marcelina Słomian,2022-03-11 10:00:00
1717,W środku dnia,Jan Niebudek,2022-03-11 11:00:00
1718,Świat nowej muzyki,Bartek Winczewski,2022-03-11 13:00:00
1719,Klimaty na raty,Jan Janczy,2022-03-11 14:00:00
1720,Nowy Świat po południu,Michał Porycki,2022-03-11 16:00:00
1721,RadioAktywni,Jacek Nizinkiewicz,2022-03-11 19:00:00
1722,Sny kolorowe,,2022-03-11 21:00:00
1723,Powidoki,Bruno Jasieński,2022-03-11 22:00:00
1724,U progu nocy,Kamil Wrona,2022-03-11 23:00:00
1725,Muzyka do rana,,2022-03-12 00:00:00
1726,Sobotni brzask,Maciej Jankowski,2022-03-12 07:00:00
1727,Koncert życzeń,,2022-03-12 10:00:00
1728,Deliberatorium,Beata Grabarczyk,2022-03-12 12:00:00
1729,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-03-12 13:00:00
1730,Radiolokacja,"Barbara Gregorczyk, Maciej Grzenkowicz",2022-03-12 14:00:00
1731,Stulecie dziwów,Jerzy Sosnowski,2022-03-12 15:00:00
1732,Miłomuzomania,Kinga Krasuska,2022-03-12 16:00:00
1733,Mięta do (pop)kultury,Katarzyna Oklińska,2022-03-12 18:00:00
1734,Soulówka,Mikołaj Tyczyński,2022-03-12 19:00:00
1735,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Marcin Mann, Maciej Jankowski",2022-03-12 20:00:00
1736,Domówka,Paweł Orlikowski,2022-03-12 22:00:00
1737,Muzyka do rana,,2022-03-13 00:00:00
1738,De Cuba Su Musica,Jose Torres,2022-03-13 08:00:00
1739,Zbiory prywatne,Maria Zamachowska,2022-03-13 10:00:00
1740,Manniak po omacku,Wojciech Mann,2022-03-13 11:00:00
1741,Raczek movie,Tomasz Raczek,2022-03-13 13:00:00
1742,Wesoła warszawska fala,Jan Emil Młynarski,2022-03-13 14:00:00
1743,Pora siesty,Marcin Kydryński,2022-03-13 15:00:00
1744,W głębi duszy,Eliza Michalik,2022-03-13 17:00:00
